ValueRateOverdue,ClientSize,SeniorityLevel,PercentUsed,NumberOfCollateral,IncomeLevel,CreditHistoryLength,LoanPurpose_business,LoanPurpose_car,LoanPurpose_education,LoanPurpose_home,MaritalStatus_divorced,MaritalStatus_married,MaritalStatus_single,RiskyBinary
0.1960049962519066,0.5,0.1111111111111111,0.29883706423471207,0.75,0.02913379639315257,0.30542193704754156,False,False,False,True,False,False,True,0
0.5121191479998058,0.5,0.5555555555555556,0.4305658561649882,0.25,0.6053803241048779,0.321460493623867,False,False,True,False,False,False,True,1
0.5906853803902662,1.0,0.8888888888888888,0.31180703788921793,0.25,0.3959088173206452,0.15954949668188306,False,True,False,False,True,False,False,0
0.04202491484382644,0.25,0.7777777777777778,0.7250479279088068,0.5,0.29878295512330943,0.20512447969628608,False,False,False,True,False,False,True,0
0.6058903861454142,0.75,0.7777777777777778,0.7962928793515929,0.25,0.8673632162819893,0.7887762905702572,False,False,False,True,False,False,True,1
0.1667113786996675,1.0,0.7777777777777778,0.8329581438090301,0.25,0.7470996204278813,0.1671190857400431,True,False,False,False,False,False,True,0
0.0607179592667052,0.75,0.6666666666666666,0.9859080377176697,0.25,0.8581826942283091,0.0283133662055259,False,False,True,False,False,False,True,0
0.9489168233725247,0.75,0.7777777777777778,0.791272601290584,0.25,0.4952011583677454,0.6295022166369192,False,False,True,False,False,False,True,1
0.9657460237699862,0.25,0.5555555555555556,0.6012244703164769,0.25,0.13095013836470834,0.9762984298072752,False,True,False,False,False,False,True,1
0.8077348164798261,0.5,0.1111111111111111,0.33885650434081055,0.75,0.6965500659333073,0.3312165574958942,False,False,False,True,False,True,False,1
0.30146324196705837,0.25,0.1111111111111111,0.5443916169121047,0.0,0.20613383956850692,0.11855540337462171,True,False,False,False,False,False,True,1
0.09349958063957438,1.0,0.7777777777777778,0.040472154512335184,1.0,0.4414185794047702,0.5705060133943679,False,False,True,False,False,False,True,0
0.6829572944954865,1.0,0.0,0.7447771982468909,0.25,0.06498354942719137,0.9066357672101951,False,False,False,True,False,True,False,1
0.43767134076527164,1.0,0.5555555555555556,0.44567488481090795,1.0,0.8257077637981058,0.7842840517240519,False,False,True,False,False,False,True,0
0.11798603648536146,0.25,0.5555555555555556,0.019410820004195178,1.0,0.12595679274349808,0.6226598270137723,False,False,True,False,True,False,False,0
0.4929675018104053,0.75,0.3333333333333333,0.06192762142453314,0.75,0.9035394919759745,0.31505140682900223,False,False,False,True,False,True,False,0
0.02990345414205992,0.75,1.0,0.3871402476631253,0.25,0.8646512905615613,0.5419850417704053,False,True,False,False,False,False,True,0
0.9091562910370846,0.0,0.2222222222222222,0.5832479280042565,1.0,0.4647844707841856,0.09113125340320824,False,False,False,True,False,True,False,1
0.25540309874181283,1.0,0.2222222222222222,0.46393750195709876,0.25,0.7447232155259292,0.6791167384761168,False,False,False,True,False,False,True,0
0.6611393312357082,0.75,0.0,0.6190585967238291,0.5,0.6197316349979355,0.7252897057119817,False,False,True,False,False,False,True,1
0.308595599783727,0.0,0.2222222222222222,0.48004034418984554,0.5,0.8034628215544549,0.9653416243214896,False,False,False,True,False,True,False,0
0.5179815406114858,0.75,0.3333333333333333,0.6615912268741954,0.5,0.43198884702650486,0.26036577162510605,False,False,True,False,False,True,False,1
0.5447553747612711,1.0,0.4444444444444444,0.21866873182466254,1.0,0.7861862021411682,0.018307545190755784,True,False,False,False,False,True,False,0
0.1811124825987954,0.5,0.2222222222222222,0.11230307290827703,0.5,0.46265735852423484,0.545715140300801,False,False,False,True,True,False,False,0
0.9697181388224754,1.0,0.5555555555555556,0.5962704987154839,0.75,0.9414285222127893,0.7069753171694823,False,True,False,False,False,False,True,1
0.7743060108831065,0.25,0.4444444444444444,0.48443902570608305,0.75,0.4865857463601185,0.7906328240084681,False,False,True,False,False,True,False,1
0.9394838708558358,0.75,0.2222222222222222,0.02626057529066221,1.0,0.4628199024078976,0.19367503161796695,False,False,True,False,False,True,False,1
0.8945916637137653,0.75,0.5555555555555556,0.3801502291977605,0.25,0.7854491758372919,0.2617219390335136,False,False,True,False,True,False,False,1
0.5961978806936228,0.25,0.5555555555555556,0.10558023902132121,0.0,0.821975008940454,0.5126815950888852,False,False,False,True,False,True,False,0
0.921772122589658,0.25,0.7777777777777778,0.5311426886822972,0.25,0.5547400837082356,0.330603255673917,False,True,False,False,True,False,False,1
0.08427463407154047,0.5,0.1111111111111111,0.3954579369276403,0.25,0.17984347554444075,0.8607708193306043,False,True,False,False,False,False,True,0
0.19229584846330136,0.75,0.0,0.6130014764467194,0.25,0.4679616772590524,0.473831999403013,True,False,False,False,False,True,False,0
0.0407957504908749,0.75,0.3333333333333333,0.80560167948652,0.25,0.9685500900597941,0.7998084381734777,False,False,False,True,False,False,True,0
0.3222821147786928,0.5,0.6666666666666666,0.29927408389536975,0.0,0.7533459263785565,0.5807434089300257,True,False,False,False,False,False,True,0
0.3859419202520163,0.0,1.0,0.9622234592493378,0.5,0.8115542142436709,0.7733070947452397,False,False,False,True,True,False,False,1
0.268034222676042,0.5,0.2222222222222222,0.5354236893006978,0.25,0.032790629256115145,0.3326764367720316,True,False,False,False,False,False,True,1
0.8281754298377955,1.0,0.2222222222222222,0.6181443666666773,0.75,0.46806296440424383,0.8316618502329132,False,False,True,False,True,False,False,1
0.3538602969396302,0.75,0.4444444444444444,0.6805745287936338,1.0,0.6469225856140449,0.27454760008480056,False,True,False,False,False,False,True,0
0.2776670396207673,0.25,0.4444444444444444,0.6666228272048057,1.0,0.8304346336130606,0.5065241235754658,False,True,False,False,False,True,False,0
0.5407213539873854,1.0,1.0,0.5107407216921124,0.75,0.04924779657706944,0.2139530372584183,False,False,False,True,False,False,True,0
0.13696529734058596,0.75,0.2222222222222222,0.4284702409384497,0.25,0.8528531128205739,0.47559922358011536,False,False,False,True,False,False,True,0
0.8015038278602362,0.5,0.8888888888888888,0.053195848395801215,0.0,0.5486485701894244,0.31817163160174544,False,False,False,True,False,False,True,1
0.07026392216125991,1.0,0.3333333333333333,0.021475042099739276,0.5,0.19736923038114876,0.2666749005383828,False,False,False,True,False,True,False,0
0.9871058971838421,0.75,0.2222222222222222,0.3576119973595184,1.0,0.31737619653656834,0.967295966395219,False,False,False,True,False,False,True,1
0.7714036938175955,0.0,0.1111111111111111,0.333292766480537,0.5,0.28203117558928315,0.1599938842391015,False,False,True,False,False,True,False,1
0.19504216393298382,0.0,1.0,0.387369116802851,0.0,0.5310970558734153,0.787549691683986,False,True,False,False,False,False,True,0
0.0008944899554603332,0.25,0.8888888888888888,0.13784796749267242,1.0,0.05166114454461076,0.9844842362432549,False,False,False,True,False,False,True,0
0.8148337836253925,0.75,0.3333333333333333,0.7381152084127229,0.5,0.1585701704955713,0.019753310417934107,True,False,False,False,False,False,True,1
0.7056933447330308,0.0,0.2222222222222222,0.8570038803935269,0.0,0.8130854923251986,0.6992084634686281,False,False,False,True,False,False,True,1
0.7279525584872474,0.5,0.6666666666666666,0.9388177744659126,0.5,0.13262379354061604,0.25287658963305215,True,False,False,False,False,True,False,1
0.7704244589040622,0.75,0.7777777777777778,0.4921177884565356,0.25,0.2334713001004495,0.040349630733529755,False,False,True,False,False,True,False,1
0.06975543131372602,0.5,0.1111111111111111,0.7007835828371047,0.0,0.45356616838911773,0.4029270683927352,False,False,False,True,False,False,True,0
0.35558115569203896,0.5,0.6666666666666666,0.8555894882711736,0.5,0.5173513820556214,0.9355133586143872,False,True,False,False,False,True,False,1
0.11178639395418463,0.0,0.4444444444444444,0.417988903584378,0.25,0.7639760343963732,0.011612976732975724,False,True,False,False,False,True,False,0
0.8627110667590409,0.75,0.4444444444444444,0.3090257844011646,0.25,0.4475246809077164,0.5880128627137629,False,False,False,True,False,False,True,1
0.6217214605073677,1.0,0.2222222222222222,0.9368261449155714,0.0,0.7902445614409771,0.5014817216376682,False,False,False,True,False,False,True,1
0.3278773055924782,0.0,0.4444444444444444,0.5154501949759841,0.75,0.6186322661699467,0.8736497374566435,False,False,False,True,False,True,False,0
0.05921734200945361,0.0,0.1111111111111111,0.49701318147579904,1.0,0.11310885511092356,0.08388461533838262,False,False,False,True,False,False,True,0
0.30786324636918166,0.75,0.3333333333333333,0.17792705560573557,0.0,0.15636424234011542,0.681698595093188,False,True,False,False,False,False,True,0
0.32213438002191513,0.75,0.5555555555555556,0.10761124878199946,0.25,0.4372203366488166,0.6802815770388279,False,True,False,False,False,False,True,0
0.7285545270684518,0.5,0.0,0.8421347558754104,0.25,0.39705400771121657,0.6692465485624635,False,False,False,True,False,True,False,1
0.636051226516576,0.75,1.0,0.6139835058173213,0.0,0.7438988293947008,0.9426334933639127,False,False,True,False,False,False,True,1
0.886939450209161,0.5,0.3333333333333333,0.32545035633695174,0.75,0.5810024914564857,0.8233287195798894,False,True,False,False,False,False,True,1
0.4698921163470288,0.0,0.5555555555555556,0.1912575511858561,1.0,0.38829289771447045,0.041835252490911135,False,False,False,True,False,False,True,0
0.11552997764682262,0.25,0.8888888888888888,0.5553019395711731,0.5,0.1708009934999881,0.47115339848129395,False,False,False,True,False,False,True,0
0.7121123332628833,1.0,0.1111111111111111,0.5837460859494078,0.0,0.226908538955524,0.39798815253842945,False,False,False,True,False,False,True,1
0.7598873779341158,0.0,0.6666666666666666,0.2065268186861729,1.0,0.5757635010620378,0.3101397514219555,False,False,False,True,True,False,False,1
0.5593942334586057,0.75,0.5555555555555556,0.8514408839836297,1.0,0.4236179669348513,0.45139770051810546,False,False,False,True,False,False,True,1
0.7701197949474481,1.0,0.1111111111111111,0.08370199245635827,0.25,0.5151568009686692,0.38422261131687074,False,False,False,True,False,True,False,1
0.49157936628007315,0.25,0.7777777777777778,0.35574243296328806,0.5,0.17071809995624596,0.432385663162718,False,True,False,False,False,False,True,0
0.5206595092902918,0.25,0.6666666666666666,0.6802863450450356,0.0,0.6632166275249317,0.979578765475134,False,True,False,False,False,True,False,1
0.42499758210190064,0.5,0.4444444444444444,0.27370586484046716,0.25,0.8529530227490637,0.08851812068294057,False,False,False,True,False,True,False,0
0.02088976334209149,1.0,0.4444444444444444,0.8276918476600563,0.25,0.2580279855842868,0.9225201225482665,False,False,False,True,False,False,True,0
0.1037693629281938,0.5,0.6666666666666666,0.7398160882236566,0.75,0.49173068892886235,0.48031169880456476,False,True,False,False,False,True,False,0
0.02692950368096454,0.0,0.8888888888888888,0.7890093919492527,1.0,0.9760090009482687,0.6238867986166031,True,False,False,False,False,True,False,0
0.634898501531437,1.0,0.8888888888888888,0.11857129998788803,0.0,0.3333714802503626,0.8304275968759941,False,False,True,False,False,True,False,0
0.31125356695084216,0.0,0.8888888888888888,0.14002859171911305,0.0,0.5953195371300404,0.36047995128742416,False,True,False,False,False,False,True,0
0.5064274296564588,0.5,0.5555555555555556,0.2860688605409962,0.0,0.09019226591005702,0.43047274448767503,False,False,False,True,True,False,False,1
0.9073937009000519,1.0,1.0,0.5178526788827684,0.25,0.6062942048222691,0.40955918323534024,False,False,False,True,False,True,False,1
0.24586848988833604,0.5,0.5555555555555556,0.7479706848180147,0.75,0.08962803001785298,0.3747548614294096,True,False,False,False,True,False,False,0
0.40775474946928697,1.0,0.2222222222222222,0.836554441149307,0.5,0.9597081803150324,0.925820173360861,False,False,False,True,False,True,False,0
0.7546276195682223,0.5,0.0,0.7042559020781902,0.25,0.7160019344516191,0.8291739139926405,True,False,False,False,False,True,False,1
0.2252732138420436,0.25,0.6666666666666666,0.9286921401233865,0.5,0.7885387943996177,0.10889500920036717,False,False,True,False,False,True,False,1
0.07270518553224198,0.5,0.3333333333333333,0.7386908955330579,0.75,0.7044373099320785,0.108017946843275,False,False,True,False,False,True,False,0
0.28652752637775425,0.25,0.0,0.3058784270347756,1.0,0.5899993147309204,0.4279191139182389,False,False,False,True,True,False,False,0
0.157362599093957,0.5,0.7777777777777778,0.26465974501678663,0.0,0.4501064491994538,0.09854738223790292,False,True,False,False,False,False,True,0
0.929634176792975,1.0,0.5555555555555556,0.6961066941205665,0.5,0.8587908586704159,0.6192353945999681,False,True,False,False,False,True,False,1
0.8074564800854004,1.0,0.5555555555555556,0.19239278600683976,0.25,0.9573070976120076,0.14360344420117263,False,False,False,True,False,False,True,0
0.631876998053313,1.0,0.1111111111111111,0.09215901897892421,0.5,0.49925675755644616,0.5224686760140825,False,False,False,True,False,True,False,0
0.8711095039285044,0.75,0.0,0.5320094063279945,1.0,0.9319926160718144,0.007065625999390942,True,False,False,False,False,False,True,1
0.8029862089443746,0.0,0.1111111111111111,0.8216535231980263,0.0,0.5835996839669473,0.31659200511451985,False,True,False,False,False,False,True,1
0.1828365586720695,1.0,0.3333333333333333,0.10083079964383139,0.5,0.5386263317931345,0.6773611872344695,False,True,False,False,True,False,False,0
0.8923121092482484,0.25,0.1111111111111111,0.7918801053931489,1.0,0.4546789051163692,0.4841157687829277,False,False,False,True,False,False,True,1
0.5373509493979425,1.0,0.0,0.8115761148044022,0.25,0.2093495822218306,0.9785859047854203,False,False,True,False,False,True,False,1
0.806772896315338,0.75,0.6666666666666666,0.48202162745760607,0.75,0.003668843080801645,0.8743697180107065,False,False,True,False,False,True,False,1
0.8958618553756458,0.25,0.7777777777777778,0.05672694238098978,0.25,0.2415857012465001,0.35908702625434924,False,True,False,False,False,False,True,1
0.5063218386209718,0.75,0.5555555555555556,0.17409783010989716,0.0,0.5099496120610854,0.0453507711267451,False,True,False,False,False,False,True,0
0.1059405303385178,0.25,0.3333333333333333,0.7073492687640589,0.25,0.3801152906099217,0.845878416903395,False,True,False,False,False,True,False,0
0.22440594884888787,0.5,0.5555555555555556,0.7117043280143676,0.25,0.448678113907008,0.9115182321755525,False,True,False,False,False,False,True,0
0.4245622128126633,0.0,0.2222222222222222,0.8984269792288144,0.25,0.9811326974183271,0.8208673913817149,False,False,False,True,False,True,False,1
0.817399731056085,0.0,0.7777777777777778,0.582511982774734,0.25,0.3504114420863558,0.1278541467050529,True,False,False,False,True,False,False,1
0.8603265055721935,0.75,1.0,0.12357602686445579,0.0,0.45237785137843967,0.998241076902766,False,True,False,False,False,False,True,0
0.0023315656556110965,0.0,0.1111111111111111,0.12088146755520503,1.0,0.13353585362467688,0.2585517554706253,False,False,False,True,False,False,True,0
0.5086147905255931,0.75,0.4444444444444444,0.7210660263292425,0.5,0.047931154389013,0.7243981676374343,False,True,False,False,False,True,False,1
0.4148175385982036,0.75,0.0,0.49310001325108216,0.75,0.7757815345060147,0.908317247193465,False,False,True,False,False,True,False,0
0.21854981770121953,0.75,0.5555555555555556,0.32801326657574986,0.5,0.5709430177888805,0.2356435483210805,False,False,False,True,False,False,True,0
0.1158024380077015,0.0,0.1111111111111111,0.48696348040445514,0.5,0.7610687686991945,0.9085410339683049,False,False,False,True,False,False,True,0
0.33462762557657033,0.75,0.3333333333333333,0.024156161014871922,0.75,0.14989205842499742,0.3094737868399841,False,False,True,False,False,True,False,0
0.9429114776627123,0.0,0.5555555555555556,0.2483848213784641,0.0,0.5720892416144265,0.9767287413017273,False,False,False,True,True,False,False,1
0.3201442096225816,0.75,1.0,0.4075792994932982,0.75,0.25372859863442854,0.2812385469412004,False,False,True,False,False,False,True,0
0.5166978325868717,1.0,0.7777777777777778,0.2792261157719899,0.0,0.2281339245968394,0.9537402048253071,False,False,False,True,False,False,True,0
0.7018360034565755,0.75,0.7777777777777778,0.13584853797175211,0.5,0.011479473707800251,0.05341278691092,False,False,True,False,True,False,False,0
0.3607705319367476,0.25,0.5555555555555556,0.7279512853739215,0.0,0.13035928623438245,0.7094580274132538,False,False,False,True,False,True,False,1
0.9719264461734862,0.75,0.3333333333333333,0.813152992861102,1.0,0.30938471515388544,0.5322112665526352,False,False,False,True,False,True,False,1
0.9625455574266648,0.5,0.7777777777777778,0.2570515155488936,0.75,0.11688994694467486,0.47795091856537925,True,False,False,False,False,True,False,1
0.24837085405747536,0.75,0.7777777777777778,0.7743946677747329,1.0,0.9863457731395303,0.22344483749096586,False,True,False,False,True,False,False,0
0.49504932841551125,0.25,1.0,0.385225858326793,0.5,0.308748903984277,0.7057800233823018,False,False,False,True,False,True,False,0
0.2977093345968293,0.25,0.0,0.5064524320446835,0.75,0.13034250017496773,0.19074416992168333,False,False,False,True,False,True,False,1
0.2815923144842745,0.0,0.3333333333333333,0.8560397901858897,0.5,0.19913854157371602,0.5529519783911414,False,True,False,False,False,True,False,1
0.03241421915872712,1.0,0.3333333333333333,0.7499097990796301,1.0,0.5879723969803213,0.25321030881708767,False,True,False,False,False,True,False,0
0.6079198416780984,0.75,0.6666666666666666,0.8051159339902715,0.5,0.06402575982185098,0.9559268193495776,True,False,False,False,False,False,True,1
0.5005066650125566,0.0,0.6666666666666666,0.13632374693243884,0.75,0.8628538340870878,0.5065241235754658,True,False,False,False,False,False,True,0
0.04707808642616111,1.0,0.7777777777777778,0.06914572339553436,0.75,0.9619736648920416,0.19966728218550384,False,True,False,False,False,True,False,0
0.2753676943833779,0.75,0.4444444444444444,0.8934725772761158,0.5,0.24682976690337732,0.24227025127606822,False,True,False,False,False,False,True,1
0.9080965670707808,0.5,0.6666666666666666,0.3875083398883877,0.75,0.45028903669651776,0.4141107341298908,False,True,False,False,False,True,False,1
0.23609009696391828,0.75,0.7777777777777778,0.28747589592253375,0.75,0.022093723442569314,0.23268524244485975,False,False,True,False,False,False,True,0
0.14095555397360754,0.25,0.8888888888888888,0.7246326990762822,0.5,0.641008437876263,0.5065241235754658,False,False,False,True,False,True,False,0
0.4872150825768572,0.25,0.2222222222222222,0.836439057168122,1.0,0.41410000769887567,0.8727306510105988,False,False,False,True,False,False,True,1
0.9858633081769895,0.5,0.2222222222222222,0.8625333909796372,0.75,0.2701535853287226,0.7122507903561134,False,False,False,True,False,True,False,1
0.23859579166851239,0.0,0.3333333333333333,0.31561525906050575,0.75,0.20689758850528753,0.5800853101080168,False,False,False,True,False,True,False,0
0.6708000705390806,1.0,0.4444444444444444,0.8522481555708172,0.75,0.654328585416421,0.08888850338102604,False,False,False,True,False,False,True,1
0.7607260662536428,0.75,1.0,0.04033782154867177,0.75,0.41639223598813774,0.6941707168293973,False,True,False,False,False,True,False,0
0.23415624667271137,0.25,0.0,0.049072166331268666,0.5,0.17970487517655673,0.16633713661860652,False,False,True,False,False,False,True,0
0.7271578335016102,0.0,0.6666666666666666,0.6233768353706702,1.0,0.689433814174502,0.7865907755557048,False,True,False,False,False,False,True,1
0.36494457498398086,0.5,0.8888888888888888,0.06252751591083543,1.0,0.5653290513365931,0.2500201585336901,False,False,False,True,False,False,True,0
0.6307736498977714,0.25,0.7777777777777778,0.324233994166873,0.0,0.8590896974941135,0.41709308174770954,False,False,False,True,False,False,True,1
0.6320035743439425,0.5,0.4444444444444444,0.6726519759126195,0.75,0.1174874124245654,0.3504822801911823,False,True,False,False,True,False,False,1
0.533765772745176,0.75,0.3333333333333333,0.33690158054051944,0.75,0.7860442420986706,0.8590724244789024,False,False,False,True,False,False,True,0
0.08608077809741435,1.0,0.6666666666666666,0.17911166242882542,0.0,0.6738329759051785,0.12644798315714442,False,True,False,False,False,True,False,0
0.8347728382472639,0.25,0.4444444444444444,0.2809417543663491,1.0,0.11502109973153414,0.5657612713974892,True,False,False,False,False,False,True,1
0.31770937695432444,0.25,0.6666666666666666,0.45730372236955436,0.25,0.6951485921845626,0.14197265620156652,False,False,False,True,False,True,False,0
0.18278475560751217,0.75,0.0,0.47512811770494345,0.25,0.44173637322861137,0.7049796819410861,False,False,False,True,False,False,True,0
0.03632161567191278,0.0,0.0,0.7829820878654603,1.0,0.9454497220845725,0.9053590652967327,False,True,False,False,False,True,False,0
0.5891562399857491,1.0,1.0,0.7501095021320572,0.75,0.1416360888801039,0.4346605194086409,True,False,False,False,False,True,False,0
0.6762556958260777,0.25,0.2222222222222222,0.4565456046533588,0.25,0.6431327673266621,0.4881710537651476,False,False,True,False,False,True,False,1
0.012014851103390728,1.0,0.1111111111111111,0.8456980156765083,0.5,0.3821364906975198,0.9277146061239214,True,False,False,False,False,False,True,0
0.5099671924231931,0.25,0.1111111111111111,0.113698110034584,0.5,0.9572860891548093,0.521086130799098,False,False,False,True,False,True,False,0
0.22295945291801347,1.0,0.6666666666666666,0.25492423403012593,0.0,0.33010284496355735,0.4876769921574493,True,False,False,False,False,False,True,0
0.6437041547364555,0.5,1.0,0.8279933510327117,1.0,0.9626602711578439,0.5784516407001199,False,False,False,True,False,False,True,1
0.170572659702577,0.25,0.1111111111111111,0.37766044460088627,1.0,0.9019269529410134,0.6894060361278506,False,False,False,True,False,False,True,0
0.6896951181073657,1.0,0.3333333333333333,0.9813177744517462,0.25,0.2704785324909851,0.10677736834412815,True,False,False,False,False,False,True,1
0.3839903863429551,0.0,0.1111111111111111,0.4659884307135239,0.75,0.8039292114556084,0.8213507599152626,True,False,False,False,False,True,False,0
0.9367012432230575,0.5,0.5555555555555556,0.7919244390648453,1.0,0.9960968745982303,0.4355583280182343,False,False,False,True,False,True,False,1
0.13354520900165098,0.5,0.7777777777777778,0.401992384227879,0.25,0.4929956436136641,0.07222576154196587,False,False,False,True,False,False,True,0
0.3380958492874179,0.0,1.0,0.4246565007584575,0.25,0.43696363994569565,0.7864059692462935,False,False,False,True,False,False,True,0
0.10937902501678422,1.0,0.3333333333333333,0.38255336127966116,1.0,0.5204129071141342,0.37697488626928355,False,False,False,True,False,False,True,0
0.9246054297071391,0.75,0.4444444444444444,0.7190076875354885,0.25,0.2950398836943784,0.1002583296214569,False,False,False,True,False,True,False,1
0.8770173000982111,0.0,0.3333333333333333,0.5473163284828889,0.0,0.015220347942825337,0.6339284582393981,True,False,False,False,False,True,False,1
0.25456060454583673,1.0,0.2222222222222222,0.9438851942919294,0.0,0.22019700534192002,0.8804001973826078,False,False,True,False,False,False,True,1
0.6585885575218227,0.0,0.4444444444444444,0.25045772417513684,1.0,0.2820385121972805,0.8880260483877346,False,False,True,False,False,True,False,0
0.8166032511540253,0.0,0.8888888888888888,0.10001305282784606,0.75,0.4437899102602871,0.9579699043322355,False,False,True,False,False,True,False,0
0.5532878385283655,0.25,0.7777777777777778,0.3929397825570287,0.0,0.17114337596438658,0.8679682799626426,False,True,False,False,False,True,False,1
0.5276114223965207,1.0,0.7777777777777778,0.6165650464177121,0.0,0.8736799894432667,0.00198413615943565,False,False,True,False,False,True,False,1
0.23839180861339415,0.75,0.7777777777777778,0.86084138915895,1.0,0.7052445239522226,0.38026767648278526,False,True,False,False,False,True,False,0
0.08890766817536398,0.25,0.7777777777777778,0.3458385265427294,0.5,0.08519430620069483,0.8187815672043195,False,False,False,True,False,True,False,0
0.896991866676196,0.0,0.6666666666666666,0.6536679660641476,0.25,0.6503958051607313,0.36627273496820084,False,True,False,False,False,False,True,1
0.9002099808245587,0.0,0.7777777777777778,0.34984343779648097,0.0,0.6539617832887823,0.6016823005440166,False,True,False,False,False,False,True,1
0.6315732058751523,0.0,0.7777777777777778,0.6170723165596143,0.5,0.9566922670084477,0.6064530531561453,False,False,True,False,False,False,True,1
0.33604923149026483,1.0,0.7777777777777778,0.8848690993716017,0.75,0.0029696707260964176,0.36504443785027985,True,False,False,False,False,True,False,0
0.34627928913513206,1.0,1.0,0.23090983632389045,0.5,0.2480154453634639,0.9047545718827018,False,True,False,False,False,True,False,0
0.7248859991715899,0.25,0.6666666666666666,0.4039284917711111,1.0,0.9282469950503704,0.503314476470271,False,False,True,False,False,False,True,0
0.8968858476609285,0.75,0.0,0.9934108237710482,0.75,0.9325918104559845,0.46485170029362627,False,False,False,True,False,False,True,1
0.886812508059836,0.25,0.3333333333333333,0.868605523102071,0.75,0.7209283996656778,0.9978394935694526,False,False,True,False,False,True,False,1
0.779072155882954,0.5,0.3333333333333333,0.5644516382533362,0.5,0.7661300554518654,0.4935817792821374,False,False,False,True,False,True,False,1
0.6405474975640066,0.0,0.4444444444444444,0.5164019764982304,1.0,0.09148022897597748,0.17832691375489973,False,False,False,True,False,True,False,1
0.0799006014888786,0.0,1.0,0.28419404598515324,0.0,0.5141045506347791,0.5131603246483297,False,False,False,True,False,True,False,0
